Review Texts,10means_label
"3rd stage of Russia's Covid-19 vaccine may begin in 7-10 days 

#COVID19 #CovidVaccine 

https://t.co/OnTf9uwJ3g",0
"First it was by end of year, then it was Dec, now its 2021. Oxford #Coronavirus vaccine update: Phase III trials to… https://t.co/0CpdMCpNqQ",0
"Several medical experts have raised doubts over Russia's COVID-19 vaccine. @thesagaland 

#COVID19Vaccine… https://t.co/wV2jgWWwuN",0
COVID-19 recovered patients protected during massive outbreak on U.S vessel. How long do anti-bodies last in a COVI… https://t.co/oZ3UuFdHLi,0
"The third stage of the research on the world's first registered #vaccine against the novel #coronavirus, called… https://t.co/GfymPUgQsV",0
“US government slow to act as anti-vaxxers spread lies on social media about coronavirus vaccine” via @CNN #VaxNews… https://t.co/l99wLSyS9N,0
"Heard about that Russians have made a vaccine..named 'Sputnik'

Why are we not getting the vaccines?...
#SputnikV… https://t.co/3y1g7f2uhx",0
"Russia will start the production of its COVID-19 vaccine within two weeks, the country's health minister Mikhail Mu… https://t.co/sx3ywyjyKM",0
"*Breaking News*

*Russian vaccine name got leaked !! 

*Putinjali*

😂😂

#vaccine 
#CovidVaccine",0
3rd stage of Russia's Covid-19 vaccine may begin in 7-10 days #coronavaccine  #CoronavirusPandemic  #CovidVaccine… https://t.co/MpLgQfQTnJ,0
"India silently on the job of giving the world a #CovidVaccine. Clinical trials in phase-2 in progress -""COVID-19 va… https://t.co/fTMtwiwCgZ",0
Director of the Gamaleya Center Alexander Gintsburg said that mass vaccination against COVID-19 in Russia will begi… https://t.co/DuVR0DyvFb,0
"Several medical experts have raised doubts over Russia's COVID-19 vaccine.

#COVID19Vaccine #COVIDVaccine… https://t.co/tiewa9AKjt",0
"Russia created the first COVID-19 vaccine. 

The West is overwhelmed with gratitude. 

#COVID__19 #CovidVaccine… https://t.co/yxHnSV1Asr",0
"IF THIS vaccine is reliable, when will it be available for LARGE-scale vaccinations??? (August 17, 2020; 10:46 HKT)… https://t.co/0Vvj2GiLGO",0
"First batch of RUSSIAN vaccine ready, roll out from August-end, says report (August 17, 2020; 10:46 HKT)… https://t.co/BRTGa7HcNi",0
"#BOOMExplains: When can a vaccine testing involve human trials?
Dr. @AnantBhan talks about various stages of vaccin… https://t.co/5Px1p2R9Kx",0
"This #COVID19 vaccine study will enroll up to 30,000
people, and each and every person involved plays a
powerful ro… https://t.co/Jybq74eKfK",0
"#Covid vaccine will be the second life saver by #Russia, Vodka 
will still remain the first!! 
#CovidVaccine… https://t.co/II5Y9GvzgW",0
WHO chief scientist Dr Soumya Swaminathan has said it might take at least 1-1.5 years to develop a COVID-19 vaccine… https://t.co/cbytFtkIyA,0
"On Tuesday, the Russian Health Ministry registered the first coronavirus vaccine in the world. The vaccine, named S… https://t.co/mgixm7ENCP",0
'COVID-19 exposes shortcomings in California's preparedness for health threats' @CAgovernor #California… https://t.co/nG64bAO4em,0
Vaccine Developer @ArcturusRx in San Diego Quietly Gains Global Attention in COVID-19 Fight. Vaccine production is… https://t.co/Znz4j75Tvl,0
COVID-19 Vaccine: Washington University’s Genetically Modified Virus Based Vaccine Shows Promise In Mice And Preven… https://t.co/tpLNbCVPbr,0
Will you be taking the COVID-19 vaccine? #HealthFreedom #MedicalFreedom #Liberty #Vaccines #CovidVaccine… https://t.co/x0nHX25IHw,0
"Great country.
Great leader.
Great vaccine.

#Russia #coronavirus #Covid_19 #CovidVaccine https://t.co/GfQbYmf6BC",0
SCHOTT AG delivers pharma vials to package 2 billion doses of COVID-19 vaccines; Indian JV SCHOTT KAISHA leads the… https://t.co/Ys2CTsI1Ll,0
$DJI 🇺🇸 Dr. Fauci says Russia risks ‘hurting a lot of people’ by rushing coronavirus vaccine. $MRNA ✅ #COVID19… https://t.co/k4Y5P39lDT,0
OMG!!! EXPOSED COVID-19 VACCINE INGREDIENTS WILL SURPRISE YOU https://t.co/FAmQj2rofm via @YouTube VERY INFORMATIVE… https://t.co/lQPPocN46s,0
"“What about the science, faith and ethics of a coming coronavirus vaccine?” via @baptist_news #VaxNews #COVID19… https://t.co/UhwWqHy2KX",0
“Worried About The Safety And Effectiveness Of The Covid-19 Vaccine? The SAVE Act Aims To Make Transparency A Prior… https://t.co/t1LDCKaQgV,0
PM Modi announces that 3 Covid-19 vaccines are in different levels of testing. As soon as there is a green signal f… https://t.co/7pNTjD22ai,0
Third of Americans Would Pass on #COVID19 Vaccine If Ready Today https://t.co/wxRdmWURF2 #COVIDVaccine #FDA,0
"Kaiser Permanente is participating in a clinical trial to test an investigational vaccine against SARS-CoV-2, the v… https://t.co/AZTwmiRpme",0
Russia be damned...... Nepal had found the vaccine for Covid long before you could #CovidVaccine https://t.co/vaHOa4X6U2,0
"Novavax and SK bioscience collaborates for Novavax’ COVID-19 vaccine candidate
 @Novavax #SKBioscience… https://t.co/JLOxqMbgSf",0
"Indian mom should register Kadha nd haldi wala doodh to @WHO as effective vaccine over Russian vaccine 😐😂
#CovidVaccine #RussianVaccine",0
"Oxford COVID-19 vaccine: Human trials expected to end by November, production from early 2021 #COVID19… https://t.co/Ka4SBuSXQV",0
Finding the covid19 vaccine is important but its distribution across countries and geographies are equally importan… https://t.co/8wV8CpvOWO,0
Third of Americans wouldn’t take the  #Covid_19 #vaccine  maybe if you wear a mask this could help. Idk just a thou… https://t.co/0wtCTcqrGV,0
"India is ready to mass produce Covid-19 vaccines when Scientists give go-ahead.
#CovidVaccine 
#Covid_19… https://t.co/fTgIrxSGRU",0
"EU Reaches 1st Deal To Buy Potential COVID-19 Vaccine #kalingatv #EuropeanUnion #CovidVaccine #COVID19
https://t.co/tqtPrymCWJ",0
Dr. Anthony Cardillo joins @ABC7 to discuss the effectiveness of #COVID19 #vaccines and how to evaluate their effec… https://t.co/BjaipkSHHE,0
"Knew the vaccine would be forced on us, cant travel or work without it! 

Over my dead cold body.

#CovidVaccine #COVID19",0
$MRNA 🇺🇸 #Moderna stock rally fades as analysts weigh in on what U.S. government supply deal means for COVID-19 vac… https://t.co/hoxlGWm9Wa,0
Is the CNN Report Regarding US Rejecting Russia's COVID-19 Vaccine Help Fake? European Nation Claims So… https://t.co/IqxIIXpDcS,0
"Divyansh Singh, August 14, 2020, Bangalore

Rahul Gandhi Condemns Government Over COVID-19 Vaccine. Read Full Story… https://t.co/ai5AHzYfdT",0
"@ians_india @moderna_tx Moderna or AstraZeneca 

Will be the first one to launch covid vaccine 

I guess

#CovidVaccine 
#coronavirus",0
The National Childhood Vaccine Injury Act of 1986 has prohibited anyone from suing vaccination manufacturers for da… https://t.co/e6I881qjzi,0
"In Soviet Russia you don't trial the vaccine, the vaccine tries you!
#RussianReversal #SputnikV #CovidVaccine",0
"So the #NYTimes just admitted, in a round about way, that there is no point in making a vaccine. At the absolute be… https://t.co/AheSZutgFV",0
Florida to be part of Covid-19 vaccine pilot https://t.co/qw5x74kfWS via @ChristineSexton @newsservicefla… https://t.co/kMHE9UH0Hm,0
"#CovidVaccine
#CovidVaccineRace
Breaking : Nepal Announces first Covid-19 Vaccine .
A city Named Russia In Nepal Ha… https://t.co/A4w7IhCRUJ",0
$MRNA 🇺🇸 #Moderna shares jump on $1.5 billion U.S. contract for COVID-19 vaccine. #COVID19 #CovidVaccine  https://t.co/ybixlWWwgO,0
"Nepal successfully tested the Vaccine for COVID-19.
A team of scientists from a city called Russia in Nepal achieve… https://t.co/BLpE8Hf5T5",0
"5. Why cold chain tracking and IoT sensors are vital to the success of a COVID-19 vaccine
https://t.co/rwrjiKWIUD… https://t.co/jc7EnozGfN",0
If vaccine is clinically approved then why  certificate stipulates that the vaccine cannot be used widely until 1 J… https://t.co/plgePnI8xa,0
The most soul-satisfying news would be the arrival of a safe and well-tested vaccine for Covid-19. Hope we get libe… https://t.co/eZuy26g1DQ,0
COVID Vaccines Are Making Progress https://t.co/RdSe5SKpO0 #COVIDVaccine #CoronavirusVaccine,0
"'Baahubali' director Rajamouli, family test Covid-19 negative 
@BaahubaliMovie  @ssrajamouli  @ss_rajmouli… https://t.co/R41LmWws1W",0
"@EU_Commission @AstraZeneca What about this?
#AstraZeneca #vaccine #coronavirus #CovidVaccine #Covid_19 #COVIDー19 

https://t.co/hJgAsfe4kz",0
Should #CovidVaccine trial volunteers who got placebo shots jump to the front of the line when a vaccine becomes av… https://t.co/ZXBW5ubvTO,0
".@SerumInstIndia is looking to raise up to $1 billion (around Rs 7,500 crore) for Covid-19 vaccine development. Det… https://t.co/LTXSkBcI90",0
"Global Vaccine Tracker

#vaccines #CovidVaccine https://t.co/hzhwKSUfV7",0
CORONAVIRUS UPDATES - American businessman with Turkish-Armenian roots leads COVID-19 vaccine development… https://t.co/EsBS5MC4kW,0
Long Island startup to test COVID-19 vaccine on humans - https://t.co/o6AS4eBro2 - #Orph @OpenOrphan #vaccines… https://t.co/m5OCjAOzOC,0
"Russia will begin mass production of the Sputnik V or Covid-19 vaccine in September, and India has expressed intere… https://t.co/iOPstMuyLY",0
Participant Christene Kimmel talks to @FOX26Houston before her #vaccine trial appointment today.… https://t.co/z7Og0cFXag,0
Covid vaccine will be the second most appreciated invention by Russia. #vodka will still remain the first!… https://t.co/zjqnDAWarF,0
US Obesity Epidemic Could Undermine Effectiveness Of A COVID-19 Vaccine. @CNN @PublicHealth @APHAPHN… https://t.co/BhMHAY72AL,0
Phase-1 trials of Bharat Biotech vaccine almost complete; phase-2 to begin in Sept: Report  https://t.co/yfWuHj3znj… https://t.co/DJFZozCKPc,0
An Australian scientist working on human trials of potential coronavirus vaccines is “very optimistic” that a jab c… https://t.co/oMdUKMoBVS,0
Early results from the Covid-19 vaccines tested on people have been positive. As developments and trials progress a… https://t.co/ZCYEc6Q4DY,0
"Today is 15th August Independence day. One more announcement expected, where is the vaccine for covid. #CovidVaccine",0
"Britain will buy potential COVID-19 vaccines from U.S. drugmakers Johnson &amp; Johnson and Novavax Inc, the companies… https://t.co/pqdSztm3vP",0
Where is the corona vaccine that was promised to be launched on 15th August.#CovidVaccine #PMModi #PMModi,0
"Breaking News:- Nepal Announces World's FIRST COVID-19 Vaccine !
.
PS: A City named RUSSIA Has Registered It Successfully..
.
#CovidVaccine",0
More coronavirus vaccine volunteers needed #vaccine #COVID19 #CovidVaccine https://t.co/C1XZuazC5S,0
"""A vaccine can protect us from an infectious disease. It cannot, however, provide immunity from the multiple person… https://t.co/DjpYWZFp9O",0
"Can you guess the Price of Covid-19 Vaccine.........

#guesstheprice 
#ThursdayThoughts 
#ThursdayMotivation… https://t.co/s4rcm2husS",0
"Important regarding #vaccines 
#CovidVaccine

https://t.co/AjW3ry9V28",0
"PM Modi announces health ID for all under new mission; roadmap ready to ensure Covid vaccine reaches everyone .

Le… https://t.co/Leneiv4Dkw",0
How do we address COVID-19 vaccine hesitancy? Dr. Kristin Kostick with the @BCMEthics shares her thoughts.… https://t.co/l2SrYZ1EOC,0
@GovRonDeSantis why is there mandatory covid19 vaccines in Florida? Why is the only exemption religious and not per… https://t.co/pUJ5LwZO3X,0
"Russia has started production of Sputnik V – world's FIRST registered Covid-19 vaccine
https://t.co/9tuw9ONG1F… https://t.co/P2STuKoE9r",0
"""According to preliminary results, the UK’s vaccine candidate against coronavirus – SARS-CoV-2 – was both safe and… https://t.co/YMQM6CXQ3g",0
"#Novavax said on Monday it started a mid-stage study of its experimental #COVID19 #vaccine in #SouthAfrica, as the… https://t.co/BIKN4u5mlM",0
"Vietnam’s health ministry has registered to buy a Russian COVID-19 vaccine, state television reported on Friday, as… https://t.co/eGacqcL99Y",0
World should give credit to Russia for this leap of faith and providing hope to humanity. Vaccine release should be… https://t.co/APjCeSZlnJ,0
"Vaccines R wonderful, protecting against viruses which do not exist. 15 Ukrainian Soldiers were given #CovidVaccine… https://t.co/PEjGm2jsFB",0
These talks would apparently give EU member states priority when any of these vaccines becomes available and is ver… https://t.co/IrADyeFdEa,0
"According to media reports, #Russia has started production of its #COVID19 vaccine. It is the first Coronavirus vac… https://t.co/mtEv5SYE7C",0
"🏎Sergio Perez, #RacingPoint  driver to return at #SpanishGP after negative Covid-19 test!

🎯 The Pink #Mercedes - F… https://t.co/ZZnhETsSaV",0
The national expert group on vaccine administration for COVID-19 met representatives of leading domestic manufactur… https://t.co/LousXXuqZH,0
"#coronavirus 
#CovidVaccine 
#HerdImmunity 

What will happen if we can’t produce a coronavirus vaccine? https://t.co/xiDTWVCJ7R",0
"All this is utter scam. I have always told my friends since time russia announced vaccine, that it will never come… https://t.co/riPnlxWicu",0
"Guys! You can now go to the vaccine centers without any appointment.

Volunteer now #4Humanity… https://t.co/RCKXLFl93L",0
A “CONTROLLED” COUNTRY WHO DEVELOPS THE COVID-19 VACCINE COULD MAKE TRILLIONS TO START. WILL IT WORK? WILL IT BE SA… https://t.co/vVJYgNqpaR,0
"Local medical centers in the Bay Area, SF are recruiting to test if #vaccine works.  Would you want to sign up as… https://t.co/bTuLHcgdLb",0
We must have adequate representation in these vaccine trials.  #vaccinetrials #covidvaccine https://t.co/Z7BioCBpDs,0
"Today is 15th of August, hope everyone got their Vaccine doses 😒 #ICMRbluff #CovidVaccine",0
"Reminder:
“My body, my choice” motherfuckers.

#Vaccine #CovidVaccine https://t.co/qrkuXISmvr",0
"Russia leading the race for successful mass production of COVID-19 vaccine #vaccine #CovidVaccine #COVID19 
https://t.co/xuSRdTg91k",0
"Russia skips COVID-19 vaccine trial, says millions to be vaccinated this month
#russiavaccine 
#CovidVaccine
https://t.co/kMzfA4uGlz",0
"#COVID19 #vaccine  will be second most appreciated invention of #Russia , #vodka will still remain  the first.… https://t.co/8wI4O8RpR8",0
The beautiful heat is killing covid-19 in Los Angeles #CovidVaccine,0
This study tests different ”messages” about vaccinating against #COVID19 once the vaccine is available... Study par… https://t.co/rNmpOes88c,0
"Detailed plans are in place for large scale production of corona vaccine :
PM Narendra Modi ( @narendramodi )… https://t.co/IUWSJdbRql",0
"#CovidVaccine| Russia begins production of Covid-19 vaccine ""Sputnik V,"" quotes Russian health ministry. https://t.co/JChqkTba01",0
"If you’ve been wondering how virus mutation might impact vaccine efficacy, here is the latest:

#CovidVaccine… https://t.co/tbwzw6KZ2K",0
"Whose willing to take a rushed, #untested #vaccine  for a virus of which the majority of people recover?  Not this… https://t.co/rAlinCZwYr",0
Oxford University &amp; drugmaker AstraZeneca has developed an experimental coronavirus vaccine. This experimental vacc… https://t.co/hcGUggqS7P,1
"Covid-19 Vaccine Developed by China's Sinopharm Appears Safe, Triggers Antibodies in Clinical Trials.
#COVID__19… https://t.co/T01KOje3li",1
"After knowing that #Russia has developed the #covidvaccine 🙂

Le Students : https://t.co/TiUa0IGnxm",1
"#Baylor College of Medicine &amp; Biological E signs licensing agreement to develop safe, effective, affordable recombi… https://t.co/z9kTtBJ1hy",1
"Even if a #CovidVaccine could be developed in the coming months, and garner @US_FDA approval, the distribution and… https://t.co/PVDothRgIH",1
@timesofindia @TOIWorld Late stage 😂😂 !!! China has vaccine since Feb'20 #CovidVaccine,1
"#COVAXIN, the first indigenously developed #CovidVaccine from India, has proven to be safe in early human trials.

https://t.co/ureAytSnJA",1
@EOIBeijing China is our best friend @PMOIndia They have 5G and must have thought corona is killing us financially… https://t.co/xGoFjsxVWO,1
"While we wait for the #COVIDvaccine to be developed, it's encouraging to see rapid improvement in therapeutics for… https://t.co/rK92A2l3oV",1
Will genetically modified humans be patented? #GMOs #vaccine #covidvaccine #NewWorldOrder #slavenewworld https://t.co/8aByKqcO6E,1
"#Russia is the first country to grant approval for a #COVIDvaccine, but after less than two months of human testing… https://t.co/iid5iixOAi",1
So let le get this straight? The polio vaccine took 60+ years to develop...but Russia got that shit figured out for… https://t.co/MK4h4rP1xR,1
"While plans for the use of Russia-developed vaccine 'Sputnik V,' the Philippine government is still in talks with 2… https://t.co/IpUBTMifrU",1
When developing a #covidvaccine is there anyway to add permanent mosquito repellent in there??,1
"First Russia 
Now China

#CovidVaccine",1
China’s first patent granted for COVID-19 #vaccine https://t.co/MnXk0Y00KY #CoronavirusVaccine #CovidVaccine,1
"#Wuhan CHINA 

China ended LOCKDOWNS 7/April. Either China already made the VAXX before they UNLEASHED #COVID19 on… https://t.co/4mVi49h3Ku",1
"1st #COVIDー19 Vaccine - 'SPUTNIK V' is developed by @KremlinRussia 
#VladimirPutin 's daughter #MariyaPutina become… https://t.co/jNyWhS5NfX",1
"It's blessed to hear 
#CovidVaccine has developed 
#Russia ♥",1
"#CovidVaccine- Scare!!Be careful 
Russia and China has itself approved a novel Coronavirus vaccine in a similar fas… https://t.co/iRZrHbOzZs",1
"China, the ground zero of the novel #coronavirus outbreak, confirmed on Sunday its first #CovidVaccine patent devel… https://t.co/HJ5u19LnJn",1
"Call me a racist but I just wanna say,
In a world full of China, be a Russia .

#CoronavirusVaccine #CovidVaccine",1
"#Coronavirus #vaccines update  After Russia, #China grants patent to #CanSino vaccine,  phase III testing underway… https://t.co/OSVnAww5lK",1
"Federal officials are working with California, Florida, Minnesota, North Dakota, &amp; Philadelphia to develop plans to… https://t.co/4ytTyCd3eB",1
"#China has granted first invention patent to a #COVIDvaccine co-developed by #CanSinoBiologics Inc in the country,… https://t.co/UNCclqHBmC",1
"China grants 1st patent to indigenously developed Covid vaccine

""China has granted the first invention patent to a… https://t.co/P2XZHT5s4f",1
"Russia's decision to grant approval before completing trials has raised concerns among some experts, who fear it ma… https://t.co/iAGPh6bglz",1
"China grants 1st patent to indigenously developed #covidvaccine

- https://t.co/XYCpAMVfXt",1
2020 - #Russia says vaccine could be in use by November and has been developed over six years -| #CNBC - #August 12… https://t.co/cLq1C1OzUA,1
Malacañang laid down the timeline on the Philippines' participation on clinical trials of the #CovidVaccine develop… https://t.co/QWP7mqV5fe,1
Russia saying that its vaccine has been developed over 'six years' is like recruiter asking for 6 years experience… https://t.co/hRDWpkbHuw,1
"“⁦@Russia⁩ says #CovidVaccine could be in use by November, developed over six years.” @CNBC  Repurposed from a vacc… https://t.co/dJpURlFFCT",1
"By withholding from the world the original genetic code of the China Virus that it created, the Chinese Communist P… https://t.co/vZCLm8lWs7",1
"Most countries, without the ability to make #Vaccines locally, will be forced to rely on others like the US, China,… https://t.co/QUCozLB4Ru",1
I had a dream that Russia sent infected soldiers to the games in China after getting Trump elected as part of a two… https://t.co/TnokG8LoZF,1
"#China inactivated vaccine (#Sinopharm) seems a safe candidate that generates immune response. Here latest article,… https://t.co/InfMTgBrRK",1
Fresh cases in #Italy &amp; #NewZealand... 10 times more deadly virus discovered in #Malaysia ... #China has literally… https://t.co/nPInmMFcuy,1
Time for the Government of India to stop hate politics and focus more on developing a #CovidVaccine.,2
"That’ll make #Indians across the world proud, if it happens. Just another feather in #India’s already celebrated ca… https://t.co/KLL4rDQhZ8",2
"Does India have the answer to prevent Corona Virus? 

Read here:
https://t.co/bOzViFfzsZ

#India #Covid_19… https://t.co/wpDClrvK9P",2
@RahulGandhi Time for the Government of India to stop hate politics and focus more on developing a #CovidVaccine. @RahulGandhi,2
